Dis No 1;Dis No 2;Hazard 1;Hazard 2;Start Date 1;End Date 1;Start Date 2;End Date 2;Country 1;Country 2;Magnitude 1;Magnitude 2;Total Deaths 1;Total Deaths 2;Total Deaths 12;Total Affected 1;Total Affected 2;Total Affected 12;Total Damages 1;Total Damages 2;Total Damages 12
2000-0586-PER;;ls;;2000-09-16 00:00:00+00:00;2000-09-16 00:00:00+00:00;;;Peru;;;;11.0;;;;;;;;
2000-0466-BRA;2000-0590-BRA;ls;fl;2000-07-30 00:00:00+00:00;2000-08-17 00:00:00+00:00;2000-09-16 00:00:00+00:00;2000-09-18 00:00:00+00:00;Brazil;Brazil;;3000.0;60.0;3.0;63.0;143000.0;10000.0;153000.0;127463.0;;
2000-0595-SLV;;fl;;2000-09-05 00:00:00+00:00;2000-09-09 00:00:00+00:00;;;El Salvador;;;;2.0;;;400.0;;;;;
2000-0597-PHL;;fl;fl;2000-09-04 00:00:00+00:00;2000-09-05 00:00:00+00:00;;;Philippines (the);Philippines (the);;;;;5.0;;;6508.0;;;
2000-0598-USA;;eq;;2000-09-03 00:00:00+00:00;2000-09-03 00:00:00+00:00;;;United States of America (the);;5.0;;;;;25174.0;;;84975.0;;
2000-0601-KOR;;ew;;2000-09-16 00:00:00+00:00;2000-09-16 00:00:00+00:00;;;Korea (the Republic of);;;;8.0;;;411.0;;;120665.0;;
2000-0603-UKR;;ew;;2000-07-25 00:00:00+00:00;2000-07-25 00:00:00+00:00;;;Ukraine;;72.0;;4.0;;;3000.0;;;;;
2000-0605-CHN;;ew;;2000-09-09 00:00:00+00:00;2000-09-09 00:00:00+00:00;;;China;;;;6.0;;;2400000.0;;;;;
2000-0607-ARG;;ew;;2000-09-01 00:00:00+00:00;;;;Argentina;;;;;;;;;;;;
2000-0609-GTM;;fl;ls;2000-09-15 00:00:00+00:00;2000-09-17 00:00:00+00:00;;;Guatemala;Guatemala;13970.0;;;;20.0;;;462.0;;;
2000-0445-IND;2000-0610-IND;fl;fl;2000-08-02 00:00:00+00:00;2000-08-30 00:00:00+00:00;2000-09-18 00:00:00+00:00;2000-10-21 00:00:00+00:00;India;India;300000.0;12680.0;867.0;884.0;1751.0;22000000.0;24600000.0;46600000.0;73079.0;1175208.0;1248287.0
;2000-0612-RUS;;fl;;;2000-09-18 00:00:00+00:00;2000-09-18 00:00:00+00:00;;Russian Federation (the);;;;;;;1320.0;;;;
2000-0613-LKA;;fl;;2000-09-18 00:00:00+00:00;2000-09-22 00:00:00+00:00;;;Sri Lanka;;8000.0;;2.0;;;100000.0;;;;;
2000-0614-USA;;ew;;2000-09-20 00:00:00+00:00;2000-09-20 00:00:00+00:00;;;United States of America (the);;;;1.0;;;115.0;;;152955.0;;
2000-0618-IRN;;fl;;2000-09-24 00:00:00+00:00;2000-09-24 00:00:00+00:00;;;Iran (Islamic Republic of);;;;2.0;;;;;;;;
2000-0620-NGA;;fl;;2000-09-20 00:00:00+00:00;2000-09-21 00:00:00+00:00;;;Nigeria;;7700.0;;;;;500.0;;;8166.0;;
2000-0621-UGA;;ew;;2000-09-21 00:00:00+00:00;2000-09-21 00:00:00+00:00;;;Uganda;;;;;;;10000.0;;;;;
2000-0627-PAN;;fl;;2000-09-01 00:00:00+00:00;;;;Panama;;;;1.0;;;1000.0;;;2209.0;;
2000-0628-NGA;;fl;;2000-09-23 00:00:00+00:00;2000-09-23 00:00:00+00:00;;;Nigeria;;;;;;;1000.0;;;;;
2000-0632-ITA;;fl;;2000-09-20 00:00:00+00:00;2000-09-20 00:00:00+00:00;;;Italy;;;;;;;1000.0;;;;;
2000-0636-FRA;;ew;;2000-09-19 00:00:00+00:00;2000-09-19 00:00:00+00:00;;;France;;100.0;;6.0;;;207.0;;;;;
;2000-0642-BLZ;;ew;;;2000-09-30 00:00:00+00:00;2000-10-03 00:00:00+00:00;;Belize;;215.0;;14.0;;;62570.0;;;471545.0;
2000-0611-MEX;2000-0643-MEX;ew;ew;2000-09-21 00:00:00+00:00;2000-09-21 00:00:00+00:00;2000-09-29 00:00:00+00:00;2000-10-03 00:00:00+00:00;Mexico;Mexico;88.0;150.0;8.0;23.0;31.0;300.0;30000.0;30300.0;;1700.0;
2000-0648-COL;;fl;;2000-09-20 00:00:00+00:00;2000-09-20 00:00:00+00:00;;;Colombia;;;;9.0;;;28000.0;;;;;
2000-0650-VEN;;fl;;2000-10-01 00:00:00+00:00;;;;Venezuela (Bolivarian Republic of);;;;13.0;;;20004.0;;;;;
2000-0652-USA;;ew;;2000-10-04 00:00:00+00:00;2000-10-04 00:00:00+00:00;;;United States of America (the);;;;2.0;;;17433.0;;;372192.0;;
2000-0653-TZA;;eq;;2000-10-02 00:00:00+00:00;2000-10-02 00:00:00+00:00;;;Tanzania, United Republic of;;7.0;;1.0;;;791.0;;;;;
2000-0656-JPN;;eq;ls;2000-10-06 00:00:00+00:00;2000-10-06 00:00:00+00:00;;;Japan;Japan;7.0;;;;;;;7132.0;;;849753.0
2000-0666-BRA;;fl;;2000-10-12 00:00:00+00:00;2000-10-15 00:00:00+00:00;;;Brazil;;10250.0;;6.0;;;5000.0;;;;;
2000-0677-CHN;;fl;ls;2000-10-12 00:00:00+00:00;2000-10-18 00:00:00+00:00;;;China;China;11170.0;;;;10.0;;;200000.0;;;43110.0
2000-0683-MYS;;ew;;2000-09-27 00:00:00+00:00;2000-09-27 00:00:00+00:00;;;Malaysia;;;;;;;500.0;;;;;
2000-0687-NZL;;ew;;2000-10-11 00:00:00+00:00;2000-10-11 00:00:00+00:00;;;New Zealand;;160.0;;;;;;;;;;
2000-0688-NOR;;fl;;2000-10-11 00:00:00+00:00;2000-10-11 00:00:00+00:00;;;Norway;;;;;;;600.0;;;;;
2000-0691-MAR;;fl;;2000-10-22 00:00:00+00:00;2000-10-25 00:00:00+00:00;;;Morocco;;;;;;;300.0;;;;;
2000-0848-DZA;2000-0692-DZA;fl;fl;2000-10-13 00:00:00+00:00;2000-10-13 00:00:00+00:00;2000-10-22 00:00:00+00:00;2000-10-25 00:00:00+00:00;Algeria;Algeria;;;9.0;28.0;37.0;5.0;100.0;105.0;;;
2000-0699-ESP;;fl;;2000-10-20 00:00:00+00:00;2000-10-26 00:00:00+00:00;;;Spain;;26690.0;;8.0;;;500.0;;;127463.0;;
2000-0705-RUS;;cw;;2000-10-10 00:00:00+00:00;2000-10-10 00:00:00+00:00;;;Russian Federation (the);;-7.0;;232.0;;;94.0;;;;;
2000-0708-GRC;;fl;;2000-10-31 00:00:00+00:00;2000-10-31 00:00:00+00:00;;;Greece;;;;;;;600.0;;;;;
;2000-0713-BGD;;ew;;;2000-10-28 00:00:00+00:00;2000-10-28 00:00:00+00:00;;Bangladesh;;100.0;;15.0;;;200.0;;;;
2000-0706-PHL-TWN;2000-0715-PHL;ew;ew;2000-10-28 00:00:00+00:00;2000-10-31 00:00:00+00:00;2000-11-03 00:00:00+00:00;2000-11-05 00:00:00+00:00;Philippines (the)-Taiwan (Province of China);Philippines (the);140.0;120.0;243.0;94.0;337.0;2436258.0;1747872.0;4184130.0;283818.0;52685.0;336503.0
2000-0724-ECU;;ls;;2000-10-14 00:00:00+00:00;2000-10-14 00:00:00+00:00;;;Ecuador;;;;30.0;;;180.0;;;;;
2000-0734-UGA;;ew;;2000-11-06 00:00:00+00:00;2000-11-06 00:00:00+00:00;;;Uganda;;;;;;;5.0;;;;;
2000-0735-VEN;;fl;;2000-11-12 00:00:00+00:00;2000-11-17 00:00:00+00:00;;;Venezuela (Bolivarian Republic of);;77730.0;;2.0;;;7000.0;;;;;
2000-0741-LKA;;fl;;2000-11-18 00:00:00+00:00;2000-11-22 00:00:00+00:00;;;Sri Lanka;;7600.0;;3.0;;;300000.0;;;5099.0;;
2000-0742-GRC;;fl;;2000-11-19 00:00:00+00:00;2000-11-19 00:00:00+00:00;;;Greece;;;;1.0;;;6000.0;;;;;
2000-0743-TJK;;eq;;2000-10-30 00:00:00+00:00;2000-10-30 00:00:00+00:00;;;Tajikistan;;5.0;;;;;6000.0;;;;;
2000-0748-VNM;;fl;;2000-11-18 00:00:00+00:00;2000-11-26 00:00:00+00:00;;;Viet Nam;;49140.0;;36.0;;;25003.0;;;25493.0;;
2000-0749-PNG;;eq;ts;2000-11-16 00:00:00+00:00;2000-11-16 00:00:00+00:00;;;Papua New Guinea;Papua New Guinea;8.0;;;;2.0;;;5000.0;;;
2000-0750-AUS;;fl;;2000-11-17 00:00:00+00:00;2000-12-02 00:00:00+00:00;;;Australia;;112000.0;;;;;600.0;;;450369.0;;
2000-0671-ITA;2000-0752-ITA;fl;fl;2000-10-14 00:00:00+00:00;2000-10-22 00:00:00+00:00;2000-11-20 00:00:00+00:00;2000-11-20 00:00:00+00:00;Italy;Italy;;;25.0;5.0;30.0;43000.0;2000.0;45000.0;13596043.0;84975.0;13681018.0
2000-0761-IDN;;eq;;2000-10-25 00:00:00+00:00;2000-10-25 00:00:00+00:00;;;Indonesia;;7.0;;;;;5500.0;;;;;
2000-0762-IDN;;eq;;2000-06-07 00:00:00+00:00;2000-06-07 00:00:00+00:00;;;Indonesia;;7.0;;1.0;;;3000.0;;;;;
2000-0769-AZE;;eq;;2000-11-25 00:00:00+00:00;2000-11-25 00:00:00+00:00;;;Azerbaijan;;7.0;;31.0;;;3294.0;;;16995.0;;
2000-0770-IDN;;fl;;2000-11-28 00:00:00+00:00;2000-12-04 00:00:00+00:00;;;Indonesia;;300.0;;100.0;;;386021.0;;;57783.0;;
2000-0775-FRA;;fl;;2000-07-10 00:00:00+00:00;2000-07-10 00:00:00+00:00;;;France;;;;1.0;;;600.0;;;;;
2000-0733-ARG;2000-0776-ARG;fl;fl;2000-11-09 00:00:00+00:00;2000-11-16 00:00:00+00:00;2000-11-22 00:00:00+00:00;2000-11-22 00:00:00+00:00;Argentina;Argentina;;;;2.0;;;1800.0;;509852.0;;
2000-0778-SOM;;fl;;2000-11-20 00:00:00+00:00;2000-11-20 00:00:00+00:00;;;Somalia;;51400.0;;;;;150000.0;;;;;
2000-0807-MDA;2000-0784-UKR;ew;ew;2000-11-26 00:00:00+00:00;2000-11-27 00:00:00+00:00;2000-11-27 00:00:00+00:00;2000-11-27 00:00:00+00:00;Moldova (the Republic of);Ukraine;;;;4.0;;2600000.0;6100.0;2606100.0;53704.0;203941.0;257645.0
2000-0785-IND;;ew;;2000-11-29 00:00:00+00:00;2000-11-29 00:00:00+00:00;;;India;;120.0;;;;;30000.0;;;;;
2000-0753-MOZ;2000-0786-MOZ;ew;ew;2000-11-18 00:00:00+00:00;2000-11-18 00:00:00+00:00;2000-11-26 00:00:00+00:00;2000-11-26 00:00:00+00:00;Mozambique;Mozambique;;;9.0;5.0;14.0;750.0;350.0;1100.0;;;
2000-0788-PHL;;ew;;2000-11-30 00:00:00+00:00;2000-12-03 00:00:00+00:00;;;Philippines (the);;135.0;;48.0;;;164093.0;;;1700.0;;
2000-0790-TZA;;fl;;2000-12-01 00:00:00+00:00;2000-12-31 00:00:00+00:00;;;Tanzania, United Republic of;;18960.0;;36.0;;;1817.0;;;;;
2000-0791-IDN;;fl;ls;2000-12-03 00:00:00+00:00;2000-12-06 00:00:00+00:00;;;Indonesia;Indonesia;590.0;;;;38.0;;;39852.0;;;
2000-0792-FRA;;fl;;2000-12-02 00:00:00+00:00;2000-12-02 00:00:00+00:00;;;France;;;;;;;600.0;;;;;
2000-0804-MEX;;vo;;2000-12-18 00:00:00+00:00;2000-12-19 00:00:00+00:00;;;Mexico;;;;;;;41000.0;;;;;
2000-0806-FJI;;fl;;2000-12-06 00:00:00+00:00;2000-12-06 00:00:00+00:00;;;Fiji;;;;4.0;;;;;;;;
2000-0809-BRA;;fl;ls;2000-12-17 00:00:00+00:00;2000-12-26 00:00:00+00:00;;;Brazil;Brazil;578300.0;;;;13.0;;;2000.0;;;
2000-0810-TKM;;eq;;2000-12-06 00:00:00+00:00;2000-12-06 00:00:00+00:00;;;Turkmenistan;;7.0;;11.0;;;;;;;;
2000-0814-ESP;;ew;;2000-12-05 00:00:00+00:00;2000-12-05 00:00:00+00:00;;;Spain;;150.0;;7.0;;;2.0;;;;;
2000-0827-MEX;;cw;;2000-10-01 00:00:00+00:00;;;;Mexico;;;;66.0;;;;;;;;
2000-0830-POL;;cw;;2000-12-01 00:00:00+00:00;;;;Poland;;-23.0;;84.0;;;;;;;;
2000-0834-AZE;;ls;;2000-12-01 00:00:00+00:00;;;;Azerbaijan;;;;11.0;;;;;;;;
2000-0835-BDI;;fl;;2000-12-27 00:00:00+00:00;2000-12-27 00:00:00+00:00;;;Burundi;;;;;;;500.0;;;;;
2000-0837-ESP;;ew;;2000-12-29 00:00:00+00:00;2000-12-29 00:00:00+00:00;;;Spain;;112.0;;7.0;;;;;;;;
2000-0840-URY;;ew;;2000-12-27 00:00:00+00:00;2000-12-27 00:00:00+00:00;;;Uruguay;;96.0;;;;;100.0;;;;;
2000-0841-MAR;;fl;;2000-12-22 00:00:00+00:00;2000-12-22 00:00:00+00:00;;;Morocco;;;;6.0;;;650.0;;;;;
2000-0843-AUS;;ew;;2000-12-07 00:00:00+00:00;2000-12-07 00:00:00+00:00;;;Australia;;280.0;;;;;750.0;;;;;
2000-0847-DZA;;ew;;2000-12-29 00:00:00+00:00;2000-12-29 00:00:00+00:00;;;Algeria;;160.0;;4.0;;;10.0;;;;;
2000-0754-ZAF;2000-0861-ZAF;fl;fl;2000-11-19 00:00:00+00:00;2000-11-23 00:00:00+00:00;2000-12-09 00:00:00+00:00;2000-12-09 00:00:00+00:00;South Africa;South Africa;25650.0;;3.0;7.0;10.0;3000.0;;;;;
2000-0862-IRN;;fl;;2000-11-30 00:00:00+00:00;2000-12-02 00:00:00+00:00;;;Iran (Islamic Republic of);;83730.0;;;;;;;;;;
2000-0865-USA;;fl;;2000-11-02 00:00:00+00:00;2000-11-02 00:00:00+00:00;;;United States of America (the);;86.0;;;;;100.0;;;33990.0;;
2000-0868-HRV;;fl;;2000-12-28 00:00:00+00:00;2000-12-30 00:00:00+00:00;;;Croatia;;;;;;;600.0;;;;;
2000-0869-CUB;;fl;;2000-12-25 00:00:00+00:00;2000-12-25 00:00:00+00:00;;;Cuba;;;;2.0;;;675.0;;;;;
2000-0644-NIC;2000-0875-NIC;ew;ew;2000-09-29 00:00:00+00:00;2000-10-03 00:00:00+00:00;2000-10-09 00:00:00+00:00;2000-10-09 00:00:00+00:00;Nicaragua;Nicaragua;;;1.0;1.0;2.0;2300.0;210.0;2510.0;1700.0;;
2000-0937-USA;;ew;;2000-12-16 00:00:00+00:00;2000-12-17 00:00:00+00:00;;;United States of America (the);;;;12.0;;;75.0;;;849753.0;;
2000-9138-JAM;;dr;;2000-03-01 00:00:00+00:00;;;;Jamaica;;;;;;;;;;10197.0;;
2000-9173-CYP;;dr;;2000-03-01 00:00:00+00:00;;;;Cyprus;;;;;;;;;;;;
2000-9267-CHN;;dr;;2000-04-01 00:00:00+00:00;;;;China;;32650.0;;;;;15000000.0;;;1353002.0;;
2000-9327-JOR;;dr;;2000-08-01 00:00:00+00:00;;;;Jordan;;;;;;;150000.0;;;;;
2000-9339-USA;;dr;;2000-06-01 00:00:00+00:00;;;;United States of America (the);;;;;;;;;;1869456.0;;
2000-9494-UZB;;dr;;2000-08-01 00:00:00+00:00;;;;Uzbekistan;;860.0;;;;;600000.0;;;84975.0;;
2000-9496-CUB;;dr;;2000-08-01 00:00:00+00:00;;;;Cuba;;;;;;;;;;;;
2000-9531-CHN;;dr;;2000-08-01 00:00:00+00:00;;;;China;;26000.0;;;;;5000000.0;;;;;
2000-9626-CHN;;dr;;2000-09-01 00:00:00+00:00;;;;China;;900.0;;;;;;;;;;
2000-9881-BOL;;dr;;2000-04-01 00:00:00+00:00;;;;Bolivia (Plurinational State of);;;;;;;20000.0;;;;;
2001-0005-TZA;;eq;;2001-01-05 00:00:00+00:00;2001-01-05 00:00:00+00:00;;;Tanzania, United Republic of;;4.0;;;;;700.0;;;;;
2001-0010-KOR;;ew;;2001-01-08 00:00:00+00:00;2001-01-08 00:00:00+00:00;;;Korea (the Republic of);;;;11.0;;;300.0;;;479310.0;;
2001-0011-IND;;cw;;2001-01-01 00:00:00+00:00;;;;India;;-22.0;;125.0;;;;;;;;
2000-0839-ARG;2001-0012-ARG;ew;ew;2000-12-27 00:00:00+00:00;2000-12-27 00:00:00+00:00;2001-01-10 00:00:00+00:00;2001-01-10 00:00:00+00:00;Argentina;Argentina;96.0;200.0;1.0;4.0;5.0;430.0;650.0;1080.0;;;
2001-0016-ITA;;fl;;2001-01-01 00:00:00+00:00;;;;Italy;;;;;;;;;;;;
2001-0018-RUS;;cw;;2001-01-01 00:00:00+00:00;;;;Russian Federation (the);;-57.0;;145.0;;;6120.0;;;165.0;;
2001-0019-MOZ;;fl;;2001-01-01 00:00:00+00:00;2001-04-27 00:00:00+00:00;;;Mozambique;;200000.0;;79.0;;;549326.0;;;59501.0;;
2001-0021-AGO;;fl;;2001-01-15 00:00:00+00:00;2001-01-15 00:00:00+00:00;;;Angola;;;;9.0;;;5.0;;;;;
2001-0026-PAK;;cw;;2001-01-01 00:00:00+00:00;;;;Pakistan;;;;;;;;;;;;
2001-0031-GRC;;fl;;2001-01-01 00:00:00+00:00;;;;Greece;;;;11.0;;;450.0;;;;;
2001-0032-KEN;;fl;;2001-01-13 00:00:00+00:00;2001-01-14 00:00:00+00:00;;;Kenya;;;;4.0;;;;;;63.0;;
2001-0037-ZAF;;ew;;2001-01-30 00:00:00+00:00;2001-01-30 00:00:00+00:00;;;South Africa;;;;14.0;;;10.0;;;;;
2001-0040-PRT;;fl;ls;2001-01-26 00:00:00+00:00;2001-01-29 00:00:00+00:00;;;Portugal;Portugal;10600.0;;;;6.0;;;200.0;;;
2001-0042-SLV;;eq;ls;2001-02-13 00:00:00+00:00;2001-02-13 00:00:00+00:00;;;El Salvador;El Salvador;7.0;;;;315.0;;;256021.0;;;575999.0
2001-0030-AUS;2001-0045-AUS;ew;ew;2001-01-16 00:00:00+00:00;2001-01-16 00:00:00+00:00;2001-01-18 00:00:00+00:00;2001-01-18 00:00:00+00:00;Australia;Australia;112.0;;1.0;1.0;2.0;;27.0;;10908.0;;
2001-0051-IDN;;fl;ls;2001-02-04 00:00:00+00:00;2001-02-18 00:00:00+00:00;;;Indonesia;Indonesia;;;;;130.0;;;80000.0;;;16528.0
2001-0052-CAN;;ew;;2001-02-10 00:00:00+00:00;2001-02-10 00:00:00+00:00;;;Canada;;120.0;;11.0;;;30.0;;;;;
2001-0054-PHL;;ew;;2001-02-17 00:00:00+00:00;2001-02-17 00:00:00+00:00;;;Philippines (the);;45.0;;55.0;;;100084.0;;;9917.0;;
2001-0059-PHL;;fl;;2001-01-15 00:00:00+00:00;2001-01-15 00:00:00+00:00;;;Philippines (the);;845.0;;2.0;;;12000.0;;;;;
2000-0812-FRA;2001-0066-FRA;fl;fl;2000-12-13 00:00:00+00:00;2000-12-13 00:00:00+00:00;2001-01-05 00:00:00+00:00;2001-01-07 00:00:00+00:00;France;France;;;;;;600.0;390.0;990.0;;;
2001-0085-JPN;;ew;;2001-01-20 00:00:00+00:00;2001-01-20 00:00:00+00:00;;;Japan;;;;5.0;;;300.0;;;;;
2001-0027-AFG;2001-0086-AFG;cw;eq;2001-01-31 00:00:00+00:00;2001-02-20 00:00:00+00:00;2001-02-25 00:00:00+00:00;2001-02-25 00:00:00+00:00;Afghanistan;Afghanistan;-25.0;6.0;150.0;;;100000.0;;;17.0;;
2001-0093-VUT;;ew;;2001-02-28 00:00:00+00:00;2001-02-28 00:00:00+00:00;;;Vanuatu;;200.0;;1.0;;;;;;;;
2001-0099-USA;;eq;;2001-02-28 00:00:00+00:00;2001-02-28 00:00:00+00:00;;;United States of America (the);;7.0;;1.0;;;400.0;;;3305590.0;;
2001-0102-USA;;ew;;2001-02-24 00:00:00+00:00;2001-02-24 00:00:00+00:00;;;United States of America (the);;;;7.0;;;930.0;;;413199.0;;
2001-0103-AUS;;fl;;2001-02-18 00:00:00+00:00;2001-02-23 00:00:00+00:00;;;Australia;;32100.0;;;;;670.0;;;21486.0;;
2001-0104-SYR;;ew;;2001-02-21 00:00:00+00:00;2001-02-21 00:00:00+00:00;;;Syrian Arab Republic;;100.0;;27.0;;;172.0;;;;;
2001-0109-TZA;;fl;;2001-02-27 00:00:00+00:00;2001-02-27 00:00:00+00:00;;;Tanzania, United Republic of;;108.0;;5.0;;;200.0;;;;;
2001-0121-ARG;;fl;;2001-03-21 00:00:00+00:00;2001-03-21 00:00:00+00:00;;;Argentina;;;;;;;600.0;;;;;
2001-0123-JPN;;eq;;2001-03-24 00:00:00+00:00;2001-03-24 00:00:00+00:00;;;Japan;;7.0;;2.0;;;11261.0;;;826397.0;;
2001-0130-AUS;;fl;;2001-03-08 00:00:00+00:00;2001-03-15 00:00:00+00:00;;;Australia;;30880.0;;3.0;;;3001.0;;;330559.0;;
2001-0131-GBR;;fl;;2001-02-09 00:00:00+00:00;2001-02-09 00:00:00+00:00;;;United Kingdom of Great Britain and Northern Ireland (the);;;;;;;150.0;;;;;
2001-0143-VUT;;ew;;2001-04-07 00:00:00+00:00;2001-04-07 00:00:00+00:00;;;Vanuatu;;100.0;;1.0;;;800.0;;;;;
2001-0146-AGO;;fl;;2001-04-02 00:00:00+00:00;2001-04-09 00:00:00+00:00;;;Angola;;24780.0;;48.0;;;39928.0;;;;;
2001-0147-ARG;;ew;;2001-04-05 00:00:00+00:00;2001-04-05 00:00:00+00:00;;;Argentina;;;;16.0;;;2000.0;;;24792.0;;
2001-0151-CHN;;eq;ls;2001-04-12 00:00:00+00:00;2001-04-12 00:00:00+00:00;;;China;China;6.0;;;;2.0;;;150190.0;;;51237.0
2001-0155-MNG;;ew;;2001-04-07 00:00:00+00:00;2001-04-07 00:00:00+00:00;;;Mongolia;;;;16.0;;;175000.0;;;;;
2001-0156-COL;;fl;;2001-04-09 00:00:00+00:00;2001-04-09 00:00:00+00:00;;;Colombia;;;;;;;1500.0;;;;;
2001-0176-THA;;fl;ls;2001-05-04 00:00:00+00:00;2001-05-05 00:00:00+00:00;;;Thailand;Thailand;19750.0;;;;83.0;;;4130.0;;;6611.0
2001-0180-IRN;;fl;;2001-05-06 00:00:00+00:00;2001-05-06 00:00:00+00:00;;;Iran (Islamic Republic of);;2130.0;;32.0;;;1300.0;;;;;
2001-0186-ECU;;fl;;2001-03-08 00:00:00+00:00;2001-03-10 00:00:00+00:00;;;Ecuador;;2130.0;;11.0;;;1200.0;;;;;
2001-0187-THA;;fl;;2001-03-11 00:00:00+00:00;2001-03-11 00:00:00+00:00;;;Thailand;;;;2.0;;;6000.0;;;;;
2001-0188-TUR;;fl;;2001-03-08 00:00:00+00:00;2001-03-08 00:00:00+00:00;;;Turkey;;4900.0;;4.0;;;450.0;;;;;
2001-0193-FRA;;fl;;2001-03-21 00:00:00+00:00;2001-03-28 00:00:00+00:00;;;France;;78100.0;;3.0;;;8100.0;;;218747.0;;
2001-0194-USA;;ew;;2001-03-29 00:00:00+00:00;2001-03-29 00:00:00+00:00;;;United States of America (the);;;;;;;492.0;;;2975.0;;
2001-0273-BGD;2001-0198-BGD;ew;ew;2001-04-28 00:00:00+00:00;2001-04-28 00:00:00+00:00;2001-05-11 00:00:00+00:00;2001-05-11 00:00:00+00:00;Bangladesh;Bangladesh;80.0;100.0;21.0;12.0;33.0;600.0;200.0;800.0;;;
2001-0202-BGD;;ew;;2001-04-01 00:00:00+00:00;2001-04-01 00:00:00+00:00;;;Bangladesh;;;;193.0;;;2500.0;;;;;
2001-0207-HTI;;fl;;2001-05-16 00:00:00+00:00;2001-05-18 00:00:00+00:00;;;Haiti;;;;26.0;;;5081.0;;;;;
2001-0209-COD;;fl;;2001-05-18 00:00:00+00:00;2001-05-18 00:00:00+00:00;;;Congo (the Democratic Republic of the);;;;50.0;;;26.0;;;;;
2001-0213-BRA;;fl;;2001-04-25 00:00:00+00:00;2001-04-26 00:00:00+00:00;;;Brazil;;5180.0;;23.0;;;4000.0;;;;;
2001-0217-CHN;;ls;;2001-05-01 00:00:00+00:00;2001-05-01 00:00:00+00:00;;;China;;;;74.0;;;;;;;;
2001-0223-FJI;;ew;;2001-03-01 00:00:00+00:00;2001-03-01 00:00:00+00:00;;;Fiji;;220.0;;1.0;;;;;;;;
2001-0227-RUS;;fl;;2001-05-12 00:00:00+00:00;2001-05-27 00:00:00+00:00;;;Russian Federation (the);;2857000.0;;10.0;;;50305.0;;;398324.0;;
2001-0229-FRA;;fl;;2001-04-07 00:00:00+00:00;2001-05-02 00:00:00+00:00;;;France;;9210.0;;;;;7371.0;;;;;
2001-0233-AFG;;eq;;2001-06-01 00:00:00+00:00;2001-06-01 00:00:00+00:00;;;Afghanistan;;5.0;;4.0;;;270.0;;;;;
;2001-0243-IND;;fl;;;2001-06-05 00:00:00+00:00;2001-06-22 00:00:00+00:00;;India;;;;5.0;;;700000.0;;;;
2001-0246-YEM;;ew;;2001-06-09 00:00:00+00:00;2001-06-09 00:00:00+00:00;;;Yemen;;;;13.0;;;;;;;;
2001-0252-ECU;;fl;;2001-06-11 00:00:00+00:00;2001-06-20 00:00:00+00:00;;;Ecuador;;;;47.0;;;8330.0;;;;;
2001-0254-VUT;;vo;;2001-06-08 00:00:00+00:00;2001-06-08 00:00:00+00:00;;;Vanuatu;;;;;;;4500.0;;;;;
2001-0257-RUS;;ew;;2001-05-15 00:00:00+00:00;2001-05-15 00:00:00+00:00;;;Russian Federation (the);;;;;;;12428.0;;;28428.0;;
2001-0262-USA;;fl;;2001-02-27 00:00:00+00:00;2001-03-01 00:00:00+00:00;;;United States of America (the);;24.0;;;;;200.0;;;;;
2001-0264-RUS;;ew;;2001-03-03 00:00:00+00:00;2001-03-03 00:00:00+00:00;;;Russian Federation (the);;;;8.0;;;;;;;;
2001-0267-PAK;;ew;;2001-03-28 00:00:00+00:00;2001-03-28 00:00:00+00:00;;;Pakistan;;;;4.0;;;500.0;;;;;
2001-0270-USA;;ew;;2001-04-21 00:00:00+00:00;2001-04-21 00:00:00+00:00;;;United States of America (the);;;;1.0;;;1739.0;;;;;
2001-0271-PER;;fl;;2001-04-25 00:00:00+00:00;2001-04-26 00:00:00+00:00;;;Peru;;14800.0;;9.0;;;310.0;;;;;
2001-0274-WSM;;fl;;2001-04-15 00:00:00+00:00;2001-04-15 00:00:00+00:00;;;Samoa;;;;;;;;;;2479.0;;
2001-0277-UGA;;fl;;2001-05-01 00:00:00+00:00;;;;Uganda;;;;1.0;;;300.0;;;;;
2001-0281-PAN;;fl;;2001-05-02 00:00:00+00:00;2001-05-02 00:00:00+00:00;;;Panama;;;;;;;775.0;;;;;
2001-0285-CHL;;ew;;2001-05-29 00:00:00+00:00;2001-05-29 00:00:00+00:00;;;Chile;;;;2.0;;;2400.0;;;;;
2001-0299-CMR;;fl;ls;2001-06-28 00:00:00+00:00;2001-06-29 00:00:00+00:00;;;Cameroon;Cameroon;1080.0;;;;30.0;;;1500.0;;;
2001-0301-AUS;;ew;;2001-04-26 00:00:00+00:00;2001-04-26 00:00:00+00:00;;;Australia;;;;;;;180.0;;;;;
2001-0795-CHN;2001-0305-CHN;ew;fl;2001-03-25 00:00:00+00:00;2001-03-26 00:00:00+00:00;2001-04-20 00:00:00+00:00;2001-04-20 00:00:00+00:00;China;China;;;6.0;11.0;17.0;50245.0;30003.0;80248.0;39667.0;39667.0;79334.0
2001-0307-PRI;;fl;;2001-05-06 00:00:00+00:00;2001-05-07 00:00:00+00:00;;;Puerto Rico;;245.0;;2.0;;;9480.0;;;241308.0;;
2001-0309-TUR;;fl;;2001-05-07 00:00:00+00:00;2001-05-08 00:00:00+00:00;;;Turkey;;1610.0;;3.0;;;1500.0;;;;;
